Event ID,Event Date,Brief Description,What Happened,Event Location,Latitude,Longitude,NZ Region,Where Happened,Sector,Number of Injured Persons,Vessel Class,Safety System,Country Flag,Gross Tonnage,Length Overall,Year of Build
EVT-5097,9/10/2023,Contractor working in engine room slipped and pulled the hatch cover down on their arm sustaining bruising and muscle tear.,Injury,Auckland Port,-36.83942219,174.7577226,Auckland,At berth,Domestic Commercial,1,Patrol boat,MOSS,New Zealand,NULL,18.6,2017
EVT-5077,10/10/2023,"Routes were not loaded both ECDIS (Electronic Chart Display and Information System) screens, Master and OOW had no working knowledge of how to load routes.",Unsafe Operation or Act,Napier,-39.46831054,176.908002,Hawke's Bay,Inshore,International Commercial,0,Bulk carrier,ISM,Panama,19817,175.53,2012
EVT-5080,10/10/2023,"Vessel struck a rock, which led to water ingress. Master grounded the boat to inspect damage and transferred passengers to another vessel. Jetboat returned to base for repair.",Grounding,Dart River,-44.74365649,168.3272786,Otago,River,Domestic Commercial,0,Jetboat,SOP,New Zealand,NULL,7.2,NULL
EVT-5089,10/10/2023,Pilot ladder had very loose chocks causing steps to rotate underfoot.,Pilot Ladder Standards,Tauranga Pilotage Area,-37.62178458,176.1649848,Bay of Plenty,Inshore,International Commercial,0,Container ship,ISM,Hong Kong,92293,334.07,2008
EVT-5084,11/10/2023,"While recovering port anchor, the anchor home engagement gears on actual drive shaft sheared off. This resulted in dropping out six shackles until stopped by brake. ",Mooring line failure,Lyttelton Port,-43.60722443,172.7199879,Canterbury,At berth,Domestic Commercial,0,Cargo ship,ISM,New Zealand,18358,175.41,2011
EVT-5087,11/10/2023,"While conducting multibeam soundings in 5m of water at 2 knots, vessel ran aground on a rock for approximately one minute. Vessel was able to reverse into deeper waters with no injuries or significant vessel damage sustained.",Grounding,"Rotokura Bay, Nelson",-41.15470333,173.40969,Nelson,In harbour,Domestic Commercial,0,Other fishing vessel,MOSS,New Zealand,NULL,NULL,2012
EVT-5091,11/10/2023,"During pre departure checks a leak was found coming from casing of the emergency fire pump. The impellor nut inside had come loose and caused the small crack on housing. Repairs were made, the class was informed and the vessel sailed.",Equipment failure,Wellington Port,-41.26407677,174.7882545,Wellington,At berth,Domestic Commercial,0,Ro-Ro Passenger ship,ISM,New Zealand,22160,179.93,1998
EVT-5093,11/10/2023,Passenger vessel caught out by tide change and nudged another moored vessel. No damage occurred.,Contact,Paihia Wharf,-35.28093961,174.0934388,Northland,At berth,Domestic Commercial,0,Passenger Ferry,MOSS,New Zealand,NULL,17.7,2000
EVT-5093,11/10/2023,Passenger vessel caught out by tide change and nudged another moored vessel. No damage occurred.,Contact,Paihia Wharf,-35.28093961,174.0934388,Northland,At berth,Domestic Commercial,0,Passenger Ferry,MOSS,New Zealand,13.8,14.93,1962
EVT-5094,11/10/2023,"Vessels bow crept starboard and the Aft Port Quarter lightly touched the pile on the end of the berth, damaging its outboard.",Contact,Westhaven Marina,-36.83638609,174.743126,Auckland,Marina/boat ramp,Domestic Commercial,0,Passenger Ferry,MOSS,New Zealand,497,NULL,2022
EVT-5095,11/10/2023,While disembarking from the boat to the jetty a passenger missed the platform with their foot causing them to fall into the water. Two staff members assisted in getting the passenger out of the water. The passenger did not sustain any injuries. ,Person Overboard,Lake Wakatipu,-45.01914346,168.7140487,Otago,At berth,Domestic Commercial,0,Jetboat,SOP,New Zealand,NULL,6.5,NULL
EVT-5096,12/10/2023,Wen departing from the berth controllable pitch propeller did respond correctly. Vessel dropped anchor while issue was understood. Vessel raised anchor and proceeded back to the wharf without further incident. ,Propulsion failure,Lyttelton Harbour,-43.61473875,172.7212981,Canterbury,In harbour,Domestic Commercial,0,Trawler,MOSS,New Zealand,NULL,26,1984
EVT-5098,12/10/2023,"During Jet boat driver training, vessel grounded while doing a U turn. The boat was towed back into deeper water and training continued. No injuries or damage occurred.",Grounding,Dart River,-44.81802267,168.3650237,Otago,River,Domestic Commercial,0,Jetboat,SOP,New Zealand,NULL,7.2,NULL
EVT-5114,12/10/2023,"Skipper was pushing a dumb barge onto the trailer and caught their finger between the boat and the dumb barge. When the dumb barge moved forward on the trailer it pulled the boat into the side of the barge, crushing their finger tip.",Injury,Wainui Bay Boat Ramp,-43.818091,172.904058,Canterbury,Marina/boat ramp,Domestic Commercial,1,Aquaculture vessel,Specified Limit Permit,New Zealand,NULL,6.7,1976
EVT-5099,13/10/2023,Pilot ladder had unusual access to deck requiring change in hand holds. The ladder reel was secured by a bottle screw arrangement.,Pilot Ladder Standards,Lyttelton Harbour,-43.61231352,172.7227103,Canterbury,In harbour,International Commercial,0,Container ship,ISM,Malta,28050,NULL,2007
EVT-5109,14/10/2023,"Jet boat ran aground, the wind gust reduced steering capability. ",Grounding,Waimakariri River,-43.284771,171.954997,Canterbury,River,Domestic Commercial,0,Jetboat,SOP,New Zealand,NULL,7,NULL
EVT-5128,14/10/2023,Injury to incoming crew member slipped and fell onto a closed hatch resulting in broken rib.,Injury,Dusky Sound,-45.72149657,166.9619187,Southland,In harbour,Domestic Commercial,1,Charter passenger vessel,MOSS,New Zealand,119,26.82,1983
EVT-5146,14/10/2023,"Launch sank at the gravel ramp at Port Motueka due to not being tied up properly.  A very minor spill of diesel was noted at the rear of the vessel. At low tide the water was released and remainder pumped out, no oil was present. ",Foundered,Port Motueka,-41.13691857,173.0199418,Tasman,At berth,Recreational,0,Pleasure Launch,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5102,15/10/2023,"On departure, the main engine was unable to operate above 50 RPM from Sticking Point outbound. On arrival, the same issue occurred, however repairs were undertaken prior to departure. Vessel proceeded at reduced RPM with tug on standby at wharf.",Propulsion failure,Lyttelton Port,-43.607642,172.71936,Canterbury,In harbour,International Commercial,0,Bulk carrier,ISM,Panama,26269,NULL,2021
EVT-5103,15/10/2023,A crew member was medically evacuated from vessel with suspected pancreatitis.,Medical Event,Nelson Port,-41.26156,173.269008,Nelson,At berth,Domestic Commercial,1,Cargo ship,ISM,New Zealand,1653,NULL,2007
EVT-5130,15/10/2023,An aluminium pontoon vessel flipped throwing a passenger hard against the side resulting in a broken arm. Coastguard were called to undertake rescue.,Capsize,Whanganui River,-40.47262172,175.2321161,Manawatu-Wanganui,River,Recreational,1,Pleasure craft,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5104,16/10/2023,"During approach to port, pilot determined that vessel's gyrocompass was faulty. Tugs secured to vessel and berthed without incident and master informed that the issue needed to be fixed.",Equipment failure,Inshore Taranaki,-39,174.0417,Taranaki,Inshore,International Commercial,0,General cargo/multi-purpose ship,ISM,Liberia,5317,NULL,NULL
EVT-5105,16/10/2023,"Pilot witnessed delay to vessel departure from port due to an undetermined engine issue. During its rescheduled departure, engine required multiple starts.",Propulsion failure,Port Taranaki,-39.05677,174.037044,Taranaki,At berth,International Commercial,0,Bulk carrier,ISM,Marshall Islands,24124,NULL,2017
EVT-5106,16/10/2023,"Vessel was shooting trawl gear when the gearbox overheated. Crew hauled trawl gear back on board while fault was assessed. Following assessment, decision was made to have vessel towed back to port rather than risk further damage to the vessel.",Propulsion failure,"Bay of Plenty, East of Red Mercury Island",-36.625821,175.958786,Waikato,Inshore,Domestic Commercial,0,Other fishing vessel,MOSS,New Zealand,NULL,19.75,2000
EVT-5107,17/10/2023,"A low level alarm sounded for the hydraulic tank due to an electrical problem, there was no physical issue with the steering motor operation. One of the three fire pumps was not operational due to a faulty transformer.",Electrical power failure,Bream Bay,-35.926,174.632,Northland,Inshore,International Commercial,0,NULL,ISM,Marshall Islands,62462,NULL,2016
EVT-5132,17/10/2023,A crew member was injured when the join on a copper pipe separated and one end scratched them in the left eye. Crew member received medical assistance at hospital.,Injury,Lyttelton Dry Dock ,-43.60629955,172.7118637,Canterbury,At berth,Domestic Commercial,1,Trawler,MOSS,New Zealand,819,57.82,1983
EVT-5275,17/10/2023,Boat was left moored after a tour and a few children are thought to have been playing in the boat while unattended. It was noticed that the fuse for the RPM gauge was missing. ,Unsafe Operation or Act,Cambridge Boat Ramp,-37.89534812,175.4781495,Waikato,Marina/boat ramp,Domestic Commercial,0,Jetboat,SOP,New Zealand,NULL,5.5,NULL
EVT-5125,18/10/2023,Passenger missed hand rail and slipped onto their knee. Crew and passengers on board assessed the injury and the vessel returned to port for the passenger to receive medical treatment.,Injury,South of Kaikoura Peninsula,-42.62498042,173.6036922,Canterbury,Inshore,Domestic Commercial,1,Charter passenger vessel,MOSS,New Zealand,NULL,NULL,2022
EVT-5126,18/10/2023,Diver sustained a twisted knee when entering water. First aid was administered and it was then decided to take the injured person back to the mainland.,Injury,Colville Channel,-36.40195305,175.5553238,Waikato,Inshore,Domestic Commercial,1,Charter (Sports Fishing) vessel,MOSS,New Zealand,23.82,13.72,1969
EVT-5133,18/10/2023,"Passenger on board vessel had a medical issue where they felt unwell, became pale and sick, and fell unconscious for 90 seconds. The vessel made its way to the nearest wharf where a helicopter was organised to meet them.",Medical Event,Bay of Islands,-35.194336,174.228982,Northland,Inshore,Domestic Commercial,1,Passenger Ferry,MOSS,New Zealand,NULL,NULL,2022
EVT-5123,19/10/2023,"The vessel experienced steering issues while under power. Tugs were made aware of the situation however, they were stood down as the situation was resolved.",Steering gear failure,"North of Cape Jackson, Cook Strait",-40.88283689,174.4293046,Marlborough,Inshore,Domestic Commercial,0,Trawler,MOSS,New Zealand,1226,45.2,1997
EVT-5129,19/10/2023,Bosun's locker on trawl deck caught on fire. The emergency fire drill procedure followed and the fire was extinguished.,Fire,Off shore,-49.073333,166.573056,NULL,Offshore,Domestic Commercial,0,Trawler,MOSS,New Zealand,1899,64.05,1991
EVT-5111,20/10/2023,"The steering gear was observed to be responding sluggishly, the pilot ordered the vessel to anchor. The number two steering block drive had broken metal pieces inside of it. Spare parts were requested. ",Steering gear failure,Napier Harbour,-39.467597,176.912503,Hawke's Bay,In harbour,International Commercial,0,Container ship,ISM,Marshall Islands,39941,NULL,2001
EVT-5112,20/10/2023,Fatal recreational boating accident.,Injury,Cape Brett,-35.167558,174.332126,Northland,Inshore,Recreational,2,Pleasure Yacht,Pleasure - No System,New Zealand,NULL,NULL,2006
EVT-5115,20/10/2023,"During rough conditions, crew member's arm fractured after being caught by main sheet traveller.",Injury,"Cape Brett, Bay of Islands",-35.17558942,174.3448499,Northland,Inshore,Recreational,1,Pleasure craft,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5117,20/10/2023,During Pilot transfer boarding ladder caught around cleat which damaged the pilot ladder.,Pilot Ladder Standards,Bay of Islands,-35.23606202,174.1102149,Northland,Inshore,Domestic Commercial,0,Patrol boat,MOSS,New Zealand,NULL,16.4,2003
EVT-5145,20/10/2023,"Crew member went overboard during a manoeuvre. Crew member recovered from the water after two attempts by the vessel, with no injuries sustained.",Person Overboard,Cape Brett,-35.13626469,174.3392517,Northland,Inshore,Recreational,0,Yacht,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5171,20/10/2023,While shooting a fishing net it became entangled on the rudder and then caught on the propeller. Diver cleared propeller and retrieved net.,Propeller entangled,Cape Karikari,-34.75121053,173.4009443,Northland,Inshore,Domestic Commercial,0,Trawler,MOSS,New Zealand,NULL,16.47,1980
EVT-5119,21/10/2023,Vessel capsized outside of bar. Both occupants were collected by an unknown vessel and taken to shore. Both occupants were taken to hospital and subsequently released.,Capsize,Whakatane Bar,-37.93895851,177.0077289,Bay of Plenty,River/harbour bar,Recreational,2,Pleasure craft,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5116,22/10/2023,During routine inspection Rescue Boat engine failed to start due to broken starter coil. Repairs were arranged.,Equipment failure,Burnham Wharf,-41.31099753,174.8118135,Wellington,At berth,Domestic Commercial,0,Oil Tanker,ISM,Singapore,4194,NULL,2012
EVT-5118,22/10/2023,Log slipped from the side of vessel and landed on the wharf during log loading. No injuries or damage were evident.,Log Handling,Tauranga Port,-37.6503319,176.1818933,Bay of Plenty,At berth,International Commercial,0,Bulk carrier,ISM,Liberia,21574,179.97,2019
EVT-5124,22/10/2023,Jet boat crash requiring helicopter evacuation to hospital.,Collision,Inangahua River,-41.8925,171.909667,West Coast,River,Recreational,1,Jetboat,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5134,22/10/2023,Vessel reported drop leak from the port side RAM seal of steering gear. Steering gear reported to be in normal operation with repairs arranged.,Equipment failure,Oreti Beach,-46.48120895,168.2285556,Southland,Inshore,Domestic Commercial,0,Cargo ship,ISM,New Zealand,1653,NULL,2007
EVT-5142,22/10/2023,Jet boat made contact with gravel bank and the side of boat was dented. Passenger put hand out to brace themselves and fractured their wrist. They were taken to A&E for treatment.,Injury,Wairau River,-41.61782267,173.3251642,Marlborough,River,Recreational,1,Jetboat,Pleasure - No System,New Zealand,NULL,NULL,NULL
